id,day_of_week,age_band_of_driver,sex_of_driver,educational_level,vehicle_driver_relation,driving_experience,type_of_vehicle,owner_of_vehicle,area_accident_occured,lanes_or_medians,road_alignment,types_of_junction,road_surface_conditions,light_conditions,weather_conditions,type_of_collision,number_of_vehicles_involved,number_of_casualties,vehicle_movement,age_band_of_casualty,casualty_severity,cause_of_accident,accident_severity,hour
9776,Monday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),NaN,NaN,other,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,18-30,2,No priority to vehicle,Slight Injury,14
9777,Sunday,31-50,Male,High school,Owner,Above 10yr,Public (13?45 seats),Organization,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,18-30,3,No priority to vehicle,Slight Injury,17
9778,Sunday,Over 51,Male,NaN,Owner,Below 1yr,Other,Owner,Other,other,Steep grade downward with mountainous terrain,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,No priority to vehicle,Slight Injury,17
9779,Saturday,18-30,Male,Writing & reading,Owner,5-10yr,Lorry (41?100Q),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,31-50,3,No priority to vehicle,Slight Injury,21
9780,Saturday,18-30,Male,Above high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Office areas,One way,Tangent road with flat terrain,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,31-50,3,No distancing,Slight Injury,21
9781,Tuesday,18-30,Male,High school,Employee,Below 1yr,Long lorry,Owner,Church areas,other,Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Under 18,3,Moving Backward,Slight Injury,7
9782,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Under 18,3,No distancing,Slight Injury,7
9783,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Office areas,other,Tangent road with flat terrain,No junction,Wet or damp,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,31-50,3,Changing lane to the left,Slight Injury,10
9784,Wednesday,31-50,Male,Junior high school,Owner,Above 10yr,Lorry (41?100Q),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,31-50,3,Changing lane to the left,Slight Injury,13
9785,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Office areas,One way,Tangent road with flat terrain,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,18-30,3,No priority to pedestrian,Slight Injury,13
9786,Wednesday,31-50,Male,Junior high school,Employee,No Licence,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Wet or damp,Daylight,Raining,Collision with roadside objects,2,3,Turnover,Under 18,3,Moving Backward,Slight Injury,13
9787,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,Changing lane to the left,Slight Injury,11
9788,Thursday,18-30,Male,Illiterate,Owner,1-2yr,NaN,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,No distancing,Slight Injury,11
9789,Wednesday,18-30,Male,Junior high school,Owner,Below 1yr,Other,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,18-30,3,No priority to vehicle,Slight Injury,19
9790,Wednesday,18-30,Male,Junior high school,Owner,1-2yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,Changing lane to the right,Slight Injury,19
9791,Friday,31-50,Male,Junior high school,Owner,2-5yr,Pick up upto 10Q,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,18-30,3,No distancing,Serious Injury,9
9792,Friday,18-30,Male,Unknown,Owner,5-10yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Going straight,31-50,2,No distancing,Serious Injury,9
9793,Wednesday,18-30,Male,Unknown,Owner,Above 10yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),NaN,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,Getting off the vehicle improperly,Slight Injury,14
9794,Wednesday,Over 51,Male,Junior high school,Owner,2-5yr,Automobile,Owner,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Over 51,3,No priority to pedestrian,Slight Injury,14
9795,Friday,31-50,Male,Elementary school,Owner,Above 10yr,Other,Owner,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,na,na,Changing lane to the left,Slight Injury,14
9796,Friday,31-50,Male,Writing & reading,Owner,5-10yr,Public (12 seats),Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,18-30,3,No distancing,Slight Injury,14
9797,Tuesday,Unknown,Female,NaN,Owner,NaN,Stationwagen,Owner,Residential areas,One way,Tangent road with flat terrain,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,na,na,Driving carelessly,Slight Injury,22
9798,Tuesday,Over 51,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,31-50,3,No distancing,Slight Injury,22
9799,Thursday,18-30,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,2,1,Unknown,na,na,Changing lane to the right,Slight Injury,7
9800,Thursday,31-50,Male,Junior high school,Owner,2-5yr,Lorry (41?100Q),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,2,1,Turnover,na,na,Overtaking,Slight Injury,7
9801,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Getting off,Under 18,3,Driving carelessly,Slight Injury,7
9802,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,5,3,Moving Backward,Slight Injury,7
9803,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,NaN,Owner,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Going straight,na,na,No distancing,Slight Injury,8
9804,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Raining,Collision with roadside objects,2,2,Going straight,18-30,3,Overtaking,Slight Injury,8
9805,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,na,na,Driving carelessly,Serious Injury,16
9806,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Reversing,na,na,Driving carelessly,Serious Injury,22
9807,Friday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Moving Backward,31-50,3,Moving Backward,Serious Injury,22
9808,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Organization,Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Other,18-30,2,Driving carelessly,Serious Injury,22
9809,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,Other,other,Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Going straight,na,na,Driving to the left,Serious Injury,22
9810,Saturday,18-30,Male,Elementary school,Owner,NaN,Pick up upto 10Q,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,1,1,Going straight,18-30,3,Changing lane to the left,Slight Injury,3
9811,Tuesday,Over 51,Male,Junior high school,Owner,5-10yr,NaN,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Collision with pedestrians,6,1,Going straight,31-50,3,No distancing,Slight Injury,9
9812,Tuesday,Unknown,Female,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Collision with roadside objects,6,1,Going straight,Over 51,3,No distancing,Slight Injury,9
9813,Tuesday,Unknown,Female,Junior high school,Employee,Below 1yr,Automobile,NaN,Hospital areas,One way,NaN,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,na,na,Changing lane to the right,Slight Injury,9
9814,Tuesday,Unknown,Female,NaN,NaN,NaN,Public (13?45 seats),Owner,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,na,na,Driving under the influence of drugs,Slight Injury,9
9815,Tuesday,Unknown,Female,Junior high school,Employee,5-10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,na,na,Changing lane to the right,Slight Injury,9
9816,Tuesday,Unknown,Female,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,6,1,Going straight,31-50,3,Changing lane to the left,Slight Injury,9
9817,Thursday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Raining,With Train,2,2,Going straight,31-50,3,Moving Backward,Slight Injury,7
9818,Thursday,18-30,Male,High school,Employee,Above 10yr,Motorcycle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Other,na,na,No distancing,Slight Injury,7
9819,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Residential areas,NaN,Tangent road with flat terrain,O Shape,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Moving Backward,31-50,3,Changing lane to the right,Slight Injury,20
9820,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,Moving Backward,Slight Injury,20
9821,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,18-30,3,No distancing,Slight Injury,17
9822,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Governmental,Market areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,18-30,2,Driving to the left,Slight Injury,17
9823,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,Driving to the left,Slight Injury,17
9824,Saturday,Unknown,Female,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,NaN,31-50,3,Moving Backward,Slight Injury,15
9825,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Governmental,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,Moving Backward,Slight Injury,15
9826,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Going straight,Over 51,3,Overtaking,Slight Injury,9
9827,Saturday,Over 51,Male,Junior high school,Employee,2-5yr,NaN,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Wet or damp,Daylight,Raining,Collision with pedestrians,3,1,Going straight,31-50,3,Driving carelessly,Slight Injury,9
9828,Saturday,31-50,Male,Elementary school,Employee,Below 1yr,Other,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Wet or damp,Daylight,Raining,Collision with roadside objects,3,1,Going straight,na,na,Changing lane to the left,Slight Injury,9
9829,Monday,18-30,Female,Junior high school,Employee,Below 1yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,18-30,3,Driving under the influence of drugs,Serious Injury,11
9830,Monday,Over 51,Female,Junior high school,Employee,NaN,Public (13?45 seats),Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,18-30,3,No distancing,Serious Injury,11
9831,Friday,Unknown,Female,NaN,Employee,5-10yr,Public (13?45 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,Moving Backward,Slight Injury,13
